tier,company,ats,id,api_endpoint,rnd_jobs,total_jobs,category,size,top_cities,hiring_evidence,id_source,status,jobs,israel_jobs,host
B,Sweet Security,greenhouse,sweetsecurity,https://boards-api.greenhouse.io/v1/boards/sweetsecurity/jobs,1,2,Cybersecurity,s,רעננה,live R&D jobs in feed,web_search(URL observed),ok,4,4,greenhouse
B,Waterfall Security Solutions,comeet,waterfall-security/C7.009,https://www.comeet.co/careers-api/2.0/company/C7.009/positions?token=C7.009,1,5,Cybersecurity,m,ראש העין,live R&D jobs in feed,techmap/companies; techmap/jobs(live),ok,6,5,comeet
B,WSC Sports Technologies,comeet,wsc-sports/93.007,https://www.comeet.co/careers-api/2.0/company/93.007/positions?token=93.007,1,1,Digital Media,l,רמת גן,live R&D jobs in feed,techmap/companies; techmap/jobs(live),ok,3,1,comeet
C,AI21 Labs,comeet,ai21/E6.001,https://www.comeet.co/careers-api/2.0/company/E6.001/positions?token=E6.001,0,0,AI/ML,l,,large known R&D org; hiring NOT verified,techmap/companies,ok,0,0,comeet
C,Aiven,greenhouse,aiven36,https://boards-api.greenhouse.io/v1/boards/aiven36/jobs,0,0,Cloud Computing,l,,large known R&D org; hiring NOT verified,techmap/companies,ok,37,1,greenhouse
C,Bookaway,comeet,Bookaway/64.006,https://www.comeet.co/careers-api/2.0/company/64.006/positions?token=64.006,0,0,Productivity,l,,large known R&D org; hiring NOT verified,techmap/companies,ok,1,1,comeet
C,Browzwear,comeet,browzwear/03.000,https://www.comeet.co/careers-api/2.0/company/03.000/positions?token=03.000,0,0,AR/VR,l,,large known R&D org; hiring NOT verified,techmap/companies,ok,1,0,comeet
C,Cyberbit,comeet,Cyberbit/C3.00E,https://www.comeet.co/careers-api/2.0/company/C3.00E/positions?token=C3.00E,0,0,Cybersecurity,l,,large known R&D org; hiring NOT verified,techmap/companies,dead_or_blocked,,,
C,Cybereason,greenhouse,cybereason,https://boards-api.greenhouse.io/v1/boards/cybereason/jobs,0,0,Cybersecurity,l,,large known R&D org; hiring NOT verified,web_search(URL observed),ok,8,0,greenhouse
C,CyberProof,comeet,cyberproof/75.00F,https://www.comeet.co/careers-api/2.0/company/75.00F/positions?token=75.00F,0,0,Cybersecurity,l,,large known R&D org; hiring NOT verified,techmap/companies,dead_or_blocked,,,
C,Deep Instinct,comeet,deepinstinct/72.00A,https://www.comeet.co/careers-api/2.0/company/72.00A/positions?token=72.00A,0,0,Cybersecurity,l,,large known R&D org; hiring NOT verified,techmap/companies,dead_or_blocked,,,
C,Duda,greenhouse,duda,https://boards-api.greenhouse.io/v1/boards/duda/jobs,0,0,AI/ML,l,,large known R&D org; hiring NOT verified,techmap/companies,ok,6,0,greenhouse
C,eToro,comeet,etoro/41.009,https://www.comeet.co/careers-api/2.0/company/41.009/positions?token=41.009,0,2,Fintech,l,תל אביב-יפו,large known R&D org; hiring NOT verified,techmap/companies; techmap/jobs(live),ok,26,2,comeet
C,Fabric,comeet,fabric/52.009,https://www.comeet.co/careers-api/2.0/company/52.009/positions?token=52.009,0,0,E-commerce & Retail,l,,large known R&D org; hiring NOT verified,techmap/companies,ok,0,0,comeet
C,Gilat Satellite Networks,comeet,gilat/39.005,https://www.comeet.co/careers-api/2.0/company/39.005/positions?token=39.005,0,2,Telecommunications,l,פתח תקווה,large known R&D org; hiring NOT verified,techmap/companies; techmap/jobs(live),ok,34,2,comeet
C,Gong,greenhouse,gongio,https://boards-api.greenhouse.io/v1/boards/gongio/jobs,0,0,,,,large known R&D org; hiring NOT verified,web_search(URL observed),ok,100,16,greenhouse
C,Guesty,comeet,guesty/10.000,https://www.comeet.co/careers-api/2.0/company/10.000/positions?token=10.000,0,2,E-commerce & Retail,l,תל אביב-יפו,large known R&D org; hiring NOT verified,techmap/companies; techmap/jobs(live),ok,13,2,comeet
C,Insightec,greenhouse,insightec,https://boards-api.greenhouse.io/v1/boards/insightec/jobs,0,1,Health,l,טירת כרמל,large known R&D org; hiring NOT verified,techmap/companies,dead_or_blocked,,,
C,LiveU,comeet,liveu/90.00C,https://www.comeet.co/careers-api/2.0/company/90.00C/positions?token=90.00C,0,3,Telecommunications,l,כפר סבא,large known R&D org; hiring NOT verified,techmap/companies; techmap/jobs(live),ok,8,3,comeet
C,NeoGames,comeet,neogames/16.00C,https://www.comeet.co/careers-api/2.0/company/16.00C/positions?token=16.00C,0,0,Gaming,l,,large known R&D org; hiring NOT verified,techmap/companies,dead_or_blocked,,,
C,Novidea Software,comeet,novidea/E5.00A,https://www.comeet.co/careers-api/2.0/company/E5.00A/positions?token=E5.00A,0,0,Fintech,l,,large known R&D org; hiring NOT verified,techmap/companies,ok,0,0,comeet
C,Optimove,greenhouse,optimove,https://boards-api.greenhouse.io/v1/boards/optimove/jobs,0,1,AdTech,l,תל אביב-יפו,large known R&D org; hiring NOT verified,web_search(URL observed),ok,6,2,greenhouse
C,Panaya,comeet,panaya/61.00C,https://www.comeet.co/careers-api/2.0/company/61.00C/positions?token=61.00C,0,2,AI/ML,l,הוד השרון,large known R&D org; hiring NOT verified,techmap/companies; techmap/jobs(live),ok,5,1,comeet
C,REE Automotive,comeet,ree/D3.00B,https://www.comeet.co/careers-api/2.0/company/D3.00B/positions?token=D3.00B,0,0,Automotive,l,,large known R&D org; hiring NOT verified,techmap/companies,dead_or_blocked,,,
C,Sauce,lever,Sauce,https://api.lever.co/v0/postings/Sauce?mode=json  (EU: api.eu.lever.co),0,0,,,,large known R&D org; hiring NOT verified,web_search(URL observed),ok,13,1,lever
C,SentinelOne,greenhouse,sentinellabs,https://boards-api.greenhouse.io/v1/boards/sentinellabs/jobs,0,0,,,,large known R&D org; hiring NOT verified,web_search(URL observed),ok,205,17,greenhouse
C,Tavily,ashby,tavily,https://api.ashbyhq.com/posting-api/job-board/tavily,0,0,,,,large known R&D org; hiring NOT verified,web_search(URL observed),ok,18,9,ashby
C,Team8,comeet,team8/61.003,https://www.comeet.co/careers-api/2.0/company/61.003/positions?token=61.003,0,0,,,,large known R&D org; hiring NOT verified,web_search(URL observed),ok,53,40,comeet
C,Trigo,comeet,trigo/A6.005,https://www.comeet.co/careers-api/2.0/company/A6.005/positions?token=A6.005,0,2,Robotics & Automation,l,תל אביב-יפו,large known R&D org; hiring NOT verified,techmap/companies; techmap/jobs(live),ok,3,2,comeet
C,Verifone,greenhouse,verifone,https://boards-api.greenhouse.io/v1/boards/verifone/jobs,0,1,Telecommunications,l,ראש העין,large known R&D org; hiring NOT verified,techmap/companies,ok,42,1,greenhouse
